sale_id,sale_date,generation,year,mileage_km,condition_grade,modifications,auction_house,country,final_price_usd,engine_code,transmission,color
SALE_00232,2020-08-06,R34,1999,84662,A,stock,Cars & Bids,UK,128907.65,RB26DETT,Manual,Bayside Blue
SALE_00233,2023-02-03,R32,1993,58871,D,stock,Barrett-Jackson,UK,26608.6,RB26DETT,Manual,Red
SALE_00234,2025-01-04,R33,1997,93470,B,stock,Bring a Trailer,Japan,41876.68,RB26DETT,Manual,White
SALE_00235,2019-04-16,R33,1995,82454,B,modified,Bonhams,Japan,43415.89,RB26DETT,Automatic,Black
SALE_00236,2019-09-03,R34,2002,97343,B,stock,Bonhams,Japan,89714.64,RB26DETT,Manual,Red
SALE_00237,2018-09-02,R32,1994,81516,C,stock,Barrett-Jackson,Japan,31392.53,RB26DETT,Automatic,Bayside Blue
SALE_00238,2024-05-20,R34,2000,64512,D,modified,Mecum,UK,72116.9,RB26DETT,Manual,Silver
SALE_00239,2023-04-04,R32,1993,81699,D,stock,Barrett-Jackson,Australia,25599.55,RB26DETT,Manual,Bayside Blue
SALE_00240,2023-08-12,R33,1996,101773,A,stock,Barrett-Jackson,Australia,43759.1,RB26DETT,Manual,White
SALE_00241,2018-11-26,R33,1997,59339,D,stock,Bonhams,Australia,32925.02,RB26DETT,Manual,Black
SALE_00242,2021-08-13,R34,2001,58726,A,modified,Bonhams,USA,128561.16,RB26DETT,Manual,Black
SALE_00243,2019-01-10,R33,1998,93108,B,stock,Bonhams,UK,45697.43,RB26DETT,Manual,Bayside Blue
SALE_00244,2018-03-26,R33,1997,67024,C,stock,Mecum,Canada,42522.18,RB26DETT,Manual,Silver
SALE_00245,2019-12-19,R33,1997,106359,A,stock,Barrett-Jackson,Canada,47081.93,RB26DETT,Manual,Bayside Blue
SALE_00246,2022-12-17,R32,1993,63612,B,stock,Cars & Bids,Canada,40226.57,RB26DETT,Manual,Red
SALE_00247,2022-11-21,R32,1993,76329,B,stock,Barrett-Jackson,Japan,37401.98,RB26DETT,Manual,Silver
SALE_00248,2021-11-26,R32,1993,44208,B,modified,Cars & Bids,USA,41965.15,RB26DETT,Manual,Black
SALE_00249,2025-07-07,R33,1998,70787,D,stock,Cars & Bids,UK,34104.07,RB26DETT,Manual,White
SALE_00250,2022-08-14,R34,1999,61831,B,modified,Bring a Trailer,Japan,119802.54,RB26DETT,Manual,White
SALE_00251,2022-06-29,R34,1999,79449,B,stock,Cars & Bids,UK,107226.34,RB26DETT,Manual,Red
SALE_00252,2018-12-27,R34,2001,44261,C,stock,Bonhams,USA,97154.12,RB26DETT,Manual,Black
SALE_00253,2019-04-20,R32,1989,103791,C,stock,Barrett-Jackson,UK,29089.89,RB26DETT,Manual,White
SALE_00254,2025-05-17,R33,1998,39586,B,modified,Cars & Bids,Canada,46013.0,RB26DETT,Manual,Bayside Blue
SALE_00255,2018-08-11,R32,1991,117321,C,stock,Bonhams,Australia,20314.98,RB26DETT,Manual,Black
SALE_00256,2024-12-25,R32,1992,85220,A,modified,Mecum,Canada,39009.78,RB26DETT,Manual,White
SALE_00257,2020-04-13,R32,1992,119845,B,stock,Cars & Bids,Australia,31048.32,RB26DETT,Manual,Bayside Blue
SALE_00258,2021-03-25,R34,1999,77807,A,stock,Barrett-Jackson,Canada,101613.16,RB26DETT,Automatic,Midnight Purple
SALE_00259,2018-04-29,R33,1998,54387,B,modified,Cars & Bids,Australia,48407.58,RB26DETT,Manual,Bayside Blue
SALE_00260,2019-10-11,R33,1997,15030,A,stock,Bonhams,Japan,73915.39,RB26DETT,Automatic,Red
SALE_00261,2024-03-12,R34,2001,89222,B,modified,Barrett-Jackson,Canada,93854.86,RB26DETT,Automatic,Bayside Blue
SALE_00262,2019-04-10,R34,1999,143868,A,modified,Cars & Bids,USA,94721.09,RB26DETT,Manual,Midnight Purple
SALE_00263,2019-09-23,R33,1997,48835,B,modified,Cars & Bids,USA,52557.7,RB26DETT,Automatic,Red
SALE_00264,2025-11-29,R32,1990,89674,A,modified,Cars & Bids,UK,35419.27,RB26DETT,Manual,Silver
SALE_00265,2023-04-19,R32,1992,89264,B,stock,Barrett-Jackson,Australia,39506.52,RB26DETT,Manual,Black
SALE_00266,2019-08-16,R33,1995,84880,C,stock,Mecum,Australia,33063.25,RB26DETT,Manual,Silver
SALE_00267,2023-09-13,R33,1998,104853,D,stock,Cars & Bids,Japan,26085.59,RB26DETT,Manual,Silver
SALE_00268,2022-08-27,R34,2001,112997,C,stock,Mecum,USA,65834.57,RB26DETT,Manual,White
SALE_00269,2018-01-11,R33,1995,75979,C,stock,Barrett-Jackson,Canada,37006.9,RB26DETT,Manual,White
SALE_00270,2024-07-03,R32,1990,103214,C,modified,Barrett-Jackson,UK,27503.5,RB26DETT,Manual,Silver
SALE_00271,2024-01-16,R33,1996,55484,C,modified,Cars & Bids,Japan,33502.17,RB26DETT,Manual,Black
SALE_00272,2024-03-10,R33,1995,67514,B,modified,Cars & Bids,UK,40333.04,RB26DETT,Manual,White
SALE_00273,2021-08-11,R34,1999,126263,B,stock,Bonhams,Australia,91910.6,RB26DETT,Manual,Black
SALE_00274,2022-04-18,R34,2001,50229,C,modified,Mecum,Japan,92461.65,RB26DETT,Automatic,Silver
SALE_00275,2021-07-27,R32,1992,5000,A,stock,Mecum,Australia,58856.64,RB26DETT,Manual,Bayside Blue
SALE_00276,2025-06-11,R32,1992,103192,B,stock,Cars & Bids,Australia,34765.2,RB26DETT,Manual,Black
SALE_00277,2019-06-02,R33,1997,73205,C,stock,Mecum,Australia,34548.91,RB26DETT,Manual,Bayside Blue
SALE_00278,2019-02-16,R33,1995,90685,A,modified,Bonhams,Canada,45747.07,RB26DETT,Manual,White
SALE_00279,2023-02-15,R33,1996,23121,D,stock,Cars & Bids,USA,40519.01,RB26DETT,Manual,Silver
SALE_00280,2025-05-05,R34,1999,37993,B,modified,Bring a Trailer,Japan,89178.83,RB26DETT,Manual,Black
SALE_00281,2020-12-21,R33,1996,79174,B,modified,Mecum,USA,50720.05,RB26DETT,Manual,Black
SALE_00282,2022-06-17,R32,1992,71773,D,stock,Barrett-Jackson,Canada,23622.91,RB26DETT,Manual,Red
SALE_00283,2023-12-26,R32,1990,50708,A,modified,Bring a Trailer,UK,41234.77,RB26DETT,Manual,Red
SALE_00284,2023-06-22,R32,1994,114806,B,stock,Cars & Bids,UK,29972.03,RB26DETT,Automatic,Red
SALE_00285,2018-10-08,R32,1990,7272,B,modified,Bonhams,USA,51586.79,RB26DETT,Manual,Silver
SALE_00286,2019-01-06,R34,2002,114793,C,stock,Mecum,UK,64664.07,RB26DETT,Manual,Midnight Purple
SALE_00287,2025-11-23,R34,1999,46688,B,stock,Cars & Bids,USA,122339.15,RB26DETT,Automatic,Red
SALE_00288,2025-10-13,R33,1995,61779,A,modified,Bring a Trailer,Australia,58622.79,RB26DETT,Manual,Midnight Purple
SALE_00289,2021-08-21,R34,1999,92864,A,modified,Barrett-Jackson,USA,109037.41,RB26DETT,Manual,Bayside Blue
SALE_00290,2022-03-16,R32,1994,72900,A,modified,Bring a Trailer,UK,44174.73,RB26DETT,Manual,White
SALE_00291,2023-12-16,R32,1991,98574,A,stock,Cars & Bids,Japan,46183.06,RB26DETT,Manual,Midnight Purple
SALE_00292,2020-01-08,R33,1998,79591,B,modified,Cars & Bids,Canada,47149.85,RB26DETT,Manual,Red
SALE_00293,2024-11-01,R34,2002,36616,C,modified,Mecum,Japan,95299.96,RB26DETT,Automatic,Bayside Blue
SALE_00294,2020-09-13,R32,1989,127477,B,stock,Cars & Bids,Canada,30602.57,RB26DETT,Manual,Red
SALE_00295,2020-08-09,R32,1992,74585,A,modified,Cars & Bids,Canada,50408.83,RB26DETT,Manual,Midnight Purple
SALE_00296,2020-11-11,R33,1997,39277,A,stock,Cars & Bids,UK,58492.94,RB26DETT,Manual,Black
SALE_00297,2025-08-07,R34,1999,115644,B,modified,Bring a Trailer,Australia,80369.76,RB26DETT,Manual,White
SALE_00298,2022-12-15,R32,1992,43135,B,stock,Bonhams,Japan,45259.26,RB26DETT,Automatic,Bayside Blue
SALE_00299,2025-03-02,R32,1994,69956,A,modified,Barrett-Jackson,Canada,39653.38,RB26DETT,Manual,White
SALE_00300,2021-05-22,R32,1992,54219,D,stock,Cars & Bids,UK,30177.35,RB26DETT,Manual,Black
SALE_00301,2019-03-13,R34,2000,44329,A,stock,Mecum,Australia,125225.08,RB26DETT,Manual,Black
SALE_00302,2022-01-10,R34,2000,64280,D,stock,Mecum,Australia,63603.6,RB26DETT,Manual,Silver
SALE_00303,2021-04-24,R34,2000,49803,B,modified,Bonhams,UK,114119.24,RB26DETT,Manual,Red
SALE_00304,2018-02-03,R33,1996,84025,B,stock,Bring a Trailer,Australia,43947.96,RB26DETT,Manual,White
SALE_00305,2023-07-28,R32,1989,63041,B,stock,Bonhams,USA,39704.28,RB26DETT,Manual,Silver
SALE_00306,2021-12-14,R34,2002,127474,C,modified,Barrett-Jackson,Japan,67293.31,RB26DETT,Manual,Silver
SALE_00307,2020-10-23,R32,1993,44628,C,stock,Mecum,Japan,39638.4,RB26DETT,Manual,Silver
SALE_00308,2025-04-01,R34,2002,73272,C,stock,Mecum,USA,81629.36,RB26DETT,Manual,Red
SALE_00309,2018-05-17,R32,1989,110860,D,modified,Bring a Trailer,UK,18084.96,RB26DETT,Manual,Black
SALE_00310,2019-06-23,R34,1999,88466,C,stock,Bonhams,UK,80700.42,RB26DETT,Manual,Red
SALE_00311,2022-08-29,R33,1996,113212,B,stock,Bring a Trailer,UK,37306.14,RB26DETT,Automatic,White
SALE_00312,2024-01-19,R32,1992,78518,A,modified,Mecum,Japan,40420.05,RB26DETT,Manual,Midnight Purple
SALE_00313,2021-01-21,R34,2000,85879,C,stock,Barrett-Jackson,Canada,79038.27,RB26DETT,Automatic,Silver
SALE_00314,2021-04-23,R34,2001,97080,B,stock,Mecum,UK,105245.2,RB26DETT,Manual,Black
SALE_00315,2018-11-05,R32,1992,73296,A,stock,Barrett-Jackson,USA,43385.08,RB26DETT,Manual,Black
SALE_00316,2025-07-25,R33,1997,102362,B,stock,Mecum,Japan,38883.81,RB26DETT,Automatic,Red
SALE_00317,2019-01-05,R34,1999,107074,A,stock,Cars & Bids,Canada,98117.93,RB26DETT,Manual,White
SALE_00318,2024-01-07,R34,2000,31219,C,stock,Cars & Bids,USA,97568.91,RB26DETT,Manual,White
SALE_00319,2025-07-18,R32,1993,52179,A,modified,Bring a Trailer,Australia,44984.9,RB26DETT,Manual,White
SALE_00320,2025-02-28,R34,2002,64462,D,stock,Barrett-Jackson,Canada,72024.03,RB26DETT,Manual,Black
SALE_00321,2020-08-15,R32,1992,143156,B,stock,Barrett-Jackson,USA,28408.15,RB26DETT,Manual,Red
SALE_00322,2024-04-18,R32,1992,72618,B,modified,Cars & Bids,USA,34899.61,RB26DETT,Automatic,Silver
SALE_00323,2025-04-06,R33,1997,107205,A,stock,Barrett-Jackson,Canada,43420.49,RB26DETT,Manual,Midnight Purple
SALE_00324,2021-05-22,R34,2001,73394,A,stock,Bring a Trailer,Australia,94559.47,RB26DETT,Manual,Red
SALE_00325,2018-07-05,R32,1993,114770,A,modified,Cars & Bids,USA,34979.48,RB26DETT,Manual,Midnight Purple
SALE_00326,2019-04-21,R32,1993,36478,B,stock,Bring a Trailer,UK,42379.31,RB26DETT,Manual,Black
SALE_00327,2019-07-10,R34,1999,53413,B,stock,Bring a Trailer,Japan,116371.74,RB26DETT,Automatic,Silver
SALE_00328,2025-07-09,R33,1997,78077,D,stock,Cars & Bids,Australia,29073.46,RB26DETT,Manual,White
SALE_00329,2019-09-25,R34,2002,88013,B,stock,Bonhams,Australia,97070.36,RB26DETT,Manual,Silver
SALE_00330,2024-11-26,R34,2000,100635,A,modified,Cars & Bids,USA,102771.59,RB26DETT,Manual,Black
SALE_00331,2025-09-28,R32,1992,58751,B,stock,Cars & Bids,UK,40897.78,RB26DETT,Manual,Bayside Blue
SALE_00332,2022-12-27,R32,1992,107592,B,stock,Barrett-Jackson,Japan,33638.48,RB26DETT,Manual,Black
SALE_00333,2025-09-09,R33,1995,47288,B,stock,Mecum,UK,56716.08,RB26DETT,Manual,Bayside Blue
SALE_00334,2022-01-09,R34,1999,70962,B,modified,Barrett-Jackson,Canada,93307.32,RB26DETT,Manual,Red
SALE_00335,2020-02-17,R34,2000,29087,B,stock,Bring a Trailer,Australia,113045.48,RB26DETT,Manual,White
SALE_00336,2025-06-07,R32,1989,74760,C,stock,Bring a Trailer,Australia,26794.95,RB26DETT,Manual,Bayside Blue
SALE_00337,2018-07-27,R34,2002,44190,B,modified,Mecum,Canada,114791.29,RB26DETT,Manual,Bayside Blue
SALE_00338,2024-05-01,R34,2001,145724,C,stock,Barrett-Jackson,Japan,60536.39,RB26DETT,Automatic,Midnight Purple
SALE_00339,2020-04-28,R32,1991,127569,C,stock,Mecum,USA,27106.25,RB26DETT,Manual,Silver
SALE_00340,2021-09-07,R33,1998,75366,B,stock,Bonhams,Japan,49204.71,RB26DETT,Manual,Midnight Purple
SALE_00341,2021-02-09,R33,1997,29496,C,stock,Mecum,Canada,41755.68,RB26DETT,Manual,Bayside Blue
SALE_00342,2020-10-23,R32,1992,51854,A,modified,Mecum,Japan,46937.77,RB26DETT,Manual,Silver
SALE_00343,2018-04-16,R34,2001,76936,A,stock,Mecum,USA,120942.81,RB26DETT,Manual,Red
SALE_00344,2020-09-01,R32,1990,54854,B,stock,Mecum,USA,40964.25,RB26DETT,Manual,White
SALE_00345,2019-12-15,R33,1998,100908,B,modified,Bonhams,UK,37124.09,RB26DETT,Automatic,Bayside Blue
SALE_00346,2022-09-21,R32,1994,33810,B,stock,Barrett-Jackson,USA,40633.96,RB26DETT,Manual,Midnight Purple
SALE_00347,2018-09-18,R33,1996,64512,C,stock,Bonhams,USA,38590.28,RB26DETT,Manual,Red
SALE_00348,2023-10-04,R34,2000,74955,B,modified,Cars & Bids,Australia,90516.09,RB26DETT,Manual,White
SALE_00349,2023-08-26,R32,1992,89731,A,modified,Bonhams,USA,38200.83,RB26DETT,Manual,Black
SALE_00350,2025-05-22,R32,1994,138820,A,stock,Mecum,Canada,36793.87,RB26DETT,Manual,Bayside Blue
SALE_00351,2025-03-20,R33,1998,129933,B,stock,Bonhams,UK,40835.78,RB26DETT,Manual,Black
SALE_00352,2022-07-04,R34,2001,88073,B,modified,Bring a Trailer,USA,90461.0,RB26DETT,Automatic,Black
SALE_00353,2025-12-27,R32,1991,52719,C,stock,Cars & Bids,USA,35133.05,RB26DETT,Manual,Black
SALE_00354,2021-08-12,R33,1997,99193,B,stock,Cars & Bids,USA,40053.76,RB26DETT,Manual,Bayside Blue
SALE_00355,2019-06-01,R33,1997,76802,B,stock,Bonhams,Japan,50873.59,RB26DETT,Manual,Bayside Blue
SALE_00356,2024-07-25,R34,2001,74079,C,stock,Barrett-Jackson,Canada,80347.3,RB26DETT,Manual,Red
SALE_00357,2024-09-12,R34,2001,46931,A,modified,Bonhams,UK,112034.42,RB26DETT,Manual,Black
SALE_00358,2023-09-02,R34,2000,138711,C,modified,Bonhams,UK,60371.08,RB26DETT,Manual,Black
SALE_00359,2025-11-14,R32,1992,61198,A,modified,Bonhams,Australia,45471.27,RB26DETT,Manual,Bayside Blue
SALE_00360,2020-05-30,R34,2002,116277,A,stock,Bring a Trailer,Canada,81282.26,RB26DETT,Automatic,Red
SALE_00361,2022-08-22,R34,1999,97535,B,stock,Cars & Bids,Australia,92289.19,RB26DETT,Manual,Midnight Purple
SALE_00362,2022-08-31,R32,1992,59744,B,stock,Barrett-Jackson,Australia,39183.92,RB26DETT,Manual,Black
SALE_00363,2021-07-04,R34,2000,91718,A,modified,Bring a Trailer,UK,105209.79,RB26DETT,Manual,Black
SALE_00364,2025-09-14,R33,1996,75159,B,stock,Barrett-Jackson,UK,42769.01,RB26DETT,Manual,Midnight Purple
SALE_00365,2018-12-16,R34,2000,65921,A,stock,Cars & Bids,USA,116031.83,RB26DETT,Manual,Bayside Blue
SALE_00366,2022-03-07,R33,1996,81797,B,stock,Bring a Trailer,Australia,44980.73,RB26DETT,Manual,Bayside Blue
SALE_00367,2024-07-30,R34,2001,75896,C,stock,Mecum,Canada,87711.45,RB26DETT,Manual,Bayside Blue
SALE_00368,2025-07-07,R33,1996,105301,C,stock,Bonhams,Canada,33563.13,RB26DETT,Manual,White
SALE_00369,2025-06-18,R32,1990,46308,C,modified,Bring a Trailer,Australia,31692.08,RB26DETT,Manual,White
SALE_00370,2024-09-25,R32,1989,61214,B,modified,Cars & Bids,USA,39349.54,RB26DETT,Manual,White
SALE_00371,2024-06-25,R34,1999,94393,A,modified,Barrett-Jackson,UK,96304.74,RB26DETT,Manual,Bayside Blue
SALE_00372,2025-05-13,R32,1989,65713,C,modified,Bonhams,Japan,33756.61,RB26DETT,Manual,Midnight Purple
SALE_00373,2021-12-05,R34,2002,85544,A,stock,Cars & Bids,Japan,116736.47,RB26DETT,Manual,Bayside Blue
SALE_00374,2021-02-15,R34,1999,95667,C,modified,Bonhams,UK,65317.74,RB26DETT,Manual,Bayside Blue
SALE_00375,2024-04-16,R34,2001,147234,D,stock,Bonhams,Japan,54838.96,RB26DETT,Manual,Black
SALE_00376,2025-03-17,R33,1998,36684,A,stock,Bonhams,Canada,49258.53,RB26DETT,Manual,Red
SALE_00377,2025-05-18,R32,1989,86597,B,modified,Bonhams,USA,31397.3,RB26DETT,Manual,Silver
SALE_00378,2021-01-24,R34,2000,71809,C,stock,Barrett-Jackson,USA,88775.74,RB26DETT,Manual,Midnight Purple
SALE_00379,2018-01-26,R32,1992,53910,B,stock,Barrett-Jackson,UK,44260.7,RB26DETT,Manual,White
SALE_00380,2025-05-16,R32,1992,110062,C,stock,Mecum,Japan,28037.7,RB26DETT,Manual,Silver
SALE_00381,2025-02-06,R34,1999,34240,A,stock,Cars & Bids,USA,126868.44,RB26DETT,Manual,Midnight Purple
SALE_00382,2023-12-13,R33,1997,99770,B,modified,Bring a Trailer,USA,39390.99,RB26DETT,Automatic,Red
SALE_00383,2023-02-02,R32,1990,44575,C,modified,Mecum,Australia,35678.52,RB26DETT,Manual,Black
SALE_00384,2021-06-30,R34,2001,57105,B,stock,Barrett-Jackson,Japan,113436.21,RB26DETT,Manual,White
SALE_00385,2018-12-14,R33,1998,109425,B,stock,Barrett-Jackson,Canada,36150.56,RB26DETT,Manual,Silver
SALE_00386,2024-12-05,R32,1991,97730,C,modified,Bring a Trailer,Japan,31577.23,RB26DETT,Manual,Midnight Purple
SALE_00387,2022-12-20,R34,2001,73303,B,stock,Bring a Trailer,USA,117217.16,RB26DETT,Manual,White
SALE_00388,2022-12-16,R32,1990,61401,A,modified,Cars & Bids,Australia,50685.62,RB26DETT,Manual,Silver
SALE_00389,2023-09-30,R34,2001,96112,A,stock,Cars & Bids,UK,102365.04,RB26DETT,Manual,Midnight Purple
SALE_00390,2019-03-31,R32,1990,45885,D,stock,Bring a Trailer,UK,26439.48,RB26DETT,Automatic,Black
SALE_00391,2023-11-29,R32,1991,55674,D,stock,Barrett-Jackson,Canada,24721.34,RB26DETT,Manual,Black
SALE_00392,2022-06-07,R34,1999,113435,D,stock,Barrett-Jackson,USA,64005.14,RB26DETT,Manual,Midnight Purple
SALE_00393,2020-04-17,R32,1989,81135,A,stock,Bonhams,USA,45104.14,RB26DETT,Manual,Bayside Blue
SALE_00394,2020-11-12,R32,1994,40772,B,stock,Barrett-Jackson,Japan,45599.87,RB26DETT,Automatic,Midnight Purple
SALE_00395,2018-02-01,R33,1995,67122,D,stock,Barrett-Jackson,UK,33528.4,RB26DETT,Automatic,Bayside Blue
SALE_00396,2019-06-14,R34,2002,80930,A,stock,Cars & Bids,Australia,114998.8,RB26DETT,Automatic,Midnight Purple
SALE_00397,2020-07-31,R32,1994,84882,A,modified,Cars & Bids,Canada,38444.74,RB26DETT,Automatic,Red
SALE_00398,2021-12-21,R34,2001,95779,D,stock,Bonhams,Canada,60669.79,RB26DETT,Automatic,Red
SALE_00399,2018-06-23,R34,2002,101592,C,stock,Bring a Trailer,Australia,64036.92,RB26DETT,Manual,Red
SALE_00400,2018-11-15,R34,2000,114131,C,stock,Cars & Bids,USA,72223.44,RB26DETT,Manual,Black
SALE_00401,2024-06-06,R34,1999,59129,C,modified,Barrett-Jackson,Canada,75232.81,RB26DETT,Manual,Black
SALE_00402,2019-04-17,R33,1995,106515,A,modified,Cars & Bids,Australia,41389.43,RB26DETT,Manual,White
SALE_00403,2019-12-05,R34,2000,60518,B,modified,Cars & Bids,USA,116219.09,RB26DETT,Automatic,White
SALE_00404,2022-01-22,R34,2001,103485,D,stock,Bonhams,Australia,52164.01,RB26DETT,Manual,Red
SALE_00405,2020-09-23,R33,1995,58697,D,stock,Bring a Trailer,Australia,31592.64,RB26DETT,Manual,Bayside Blue
SALE_00406,2023-11-17,R32,1989,93242,A,stock,Cars & Bids,Canada,36084.59,RB26DETT,Manual,Black
SALE_00407,2021-10-22,R33,1995,128516,B,stock,Bring a Trailer,Australia,36603.05,RB26DETT,Automatic,White
SALE_00408,2018-11-09,R34,2002,122607,C,modified,Mecum,UK,58926.63,RB26DETT,Manual,Midnight Purple
SALE_00409,2023-09-20,R32,1989,102383,A,stock,Bonhams,USA,33847.97,RB26DETT,Manual,Silver
SALE_00410,2025-03-28,R32,1991,5000,C,modified,Mecum,UK,38435.91,RB26DETT,Manual,White
SALE_00411,2019-08-23,R34,2002,111755,B,stock,Mecum,Japan,83626.95,RB26DETT,Manual,Bayside Blue
SALE_00412,2024-10-03,R32,1993,100707,A,modified,Barrett-Jackson,Japan,29645.17,RB26DETT,Manual,Midnight Purple
SALE_00413,2025-01-16,R32,1993,109849,A,stock,Mecum,USA,36949.23,RB26DETT,Manual,Midnight Purple
SALE_00414,2024-07-01,R34,2002,99989,B,stock,Cars & Bids,Australia,91261.66,RB26DETT,Manual,Silver
SALE_00415,2025-02-15,R34,2001,61501,B,modified,Cars & Bids,Canada,96692.42,RB26DETT,Manual,Red
SALE_00416,2021-07-18,R32,1994,123791,C,stock,Bonhams,UK,20956.12,RB26DETT,Manual,Red
SALE_00417,2023-04-05,R34,2001,83997,B,stock,Mecum,Australia,81741.47,RB26DETT,Manual,Bayside Blue
SALE_00418,2024-08-19,R33,1998,111558,C,stock,Cars & Bids,UK,28610.32,RB26DETT,Manual,White
SALE_00419,2018-10-31,R33,1998,78541,A,stock,Bring a Trailer,UK,52572.43,RB26DETT,Manual,Silver
SALE_00420,2018-06-04,R34,2001,112623,C,stock,Barrett-Jackson,Australia,72442.92,RB26DETT,Manual,Black
SALE_00421,2018-11-11,R32,1993,99254,A,stock,Bring a Trailer,UK,34285.85,RB26DETT,Manual,White
SALE_00422,2023-09-08,R34,1999,79832,B,stock,Bring a Trailer,Canada,102056.61,RB26DETT,Manual,Silver
SALE_00423,2024-03-20,R34,2000,87681,B,modified,Cars & Bids,Australia,86454.37,RB26DETT,Manual,Silver
SALE_00424,2025-04-23,R33,1995,85796,D,stock,Bring a Trailer,Australia,32562.45,RB26DETT,Manual,Silver
SALE_00425,2023-05-03,R34,2000,92616,C,modified,Mecum,UK,69206.35,RB26DETT,Manual,Silver
SALE_00426,2023-01-20,R32,1994,111798,B,stock,Bonhams,Japan,34215.44,RB26DETT,Manual,Bayside Blue
SALE_00427,2018-12-12,R34,2001,39635,A,stock,Bring a Trailer,UK,137285.88,RB26DETT,Manual,Red
SALE_00428,2020-10-11,R33,1995,117493,B,modified,Bonhams,Japan,32263.6,RB26DETT,Manual,Bayside Blue
SALE_00429,2023-11-12,R32,1991,59791,B,modified,Cars & Bids,Australia,36949.81,RB26DETT,Manual,Silver
SALE_00430,2022-03-08,R32,1992,63230,C,modified,Bonhams,Japan,32751.44,RB26DETT,Manual,White
SALE_00431,2021-10-17,R34,2002,64787,D,stock,Barrett-Jackson,Australia,61145.3,RB26DETT,Manual,Black
SALE_00432,2025-04-05,R32,1994,91645,B,stock,Bonhams,USA,36209.34,RB26DETT,Manual,Red
SALE_00433,2019-01-23,R32,1989,35104,A,stock,Barrett-Jackson,USA,49439.43,RB26DETT,Manual,White
SALE_00434,2020-10-29,R32,1990,55477,B,stock,Bonhams,Australia,41752.52,RB26DETT,Automatic,White
SALE_00435,2018-11-30,R32,1989,85919,B,stock,Bonhams,Japan,34678.04,RB26DETT,Manual,White
SALE_00436,2021-06-24,R32,1991,110229,B,modified,Bonhams,Japan,26221.19,RB26DETT,Manual,White
SALE_00437,2025-12-13,R33,1997,110529,D,stock,Cars & Bids,Japan,27949.01,RB26DETT,Manual,Silver
SALE_00438,2022-03-23,R34,2000,97931,B,stock,Bring a Trailer,UK,98156.85,RB26DETT,Manual,Silver
SALE_00439,2025-11-18,R33,1997,70186,D,stock,Barrett-Jackson,Japan,28869.91,RB26DETT,Manual,Red
SALE_00440,2025-07-09,R32,1994,79293,A,modified,Bonhams,USA,40703.33,RB26DETT,Automatic,Red
SALE_00441,2018-03-16,R33,1997,81620,B,modified,Cars & Bids,Canada,46345.31,RB26DETT,Manual,White
SALE_00442,2020-05-27,R33,1995,104225,A,stock,Barrett-Jackson,UK,41371.93,RB26DETT,Automatic,Midnight Purple
SALE_00443,2020-07-16,R34,2001,77776,A,stock,Barrett-Jackson,Australia,108959.55,RB26DETT,Automatic,Midnight Purple
SALE_00444,2021-04-26,R33,1996,100461,C,stock,Mecum,Japan,38683.28,RB26DETT,Automatic,Bayside Blue
SALE_00445,2023-11-27,R34,2000,75978,B,modified,Bring a Trailer,Canada,75607.07,RB26DETT,Manual,Silver
SALE_00446,2019-06-21,R33,1997,84630,A,stock,Bring a Trailer,UK,56115.12,RB26DETT,Automatic,Silver
SALE_00447,2019-10-27,R33,1995,105601,D,modified,Bonhams,Australia,24603.48,RB26DETT,Manual,Midnight Purple
SALE_00448,2022-11-28,R34,2000,39841,C,stock,Mecum,Canada,98848.99,RB26DETT,Manual,Midnight Purple
SALE_00449,2025-08-02,R33,1995,68106,B,modified,Bring a Trailer,Australia,49390.87,RB26DETT,Manual,White
SALE_00450,2021-03-13,R32,1994,59288,B,modified,Mecum,Australia,37743.96,RB26DETT,Manual,Silver
SALE_00451,2020-09-06,R34,2000,79138,D,stock,Cars & Bids,Japan,68715.87,RB26DETT,Manual,Silver
SALE_00452,2022-02-15,R34,2002,103711,C,modified,Barrett-Jackson,Australia,68957.07,RB26DETT,Manual,Midnight Purple
SALE_00453,2021-02-28,R32,1992,76876,B,stock,Bonhams,Australia,39112.02,RB26DETT,Manual,Black
SALE_00454,2022-09-11,R32,1989,65217,C,modified,Cars & Bids,Canada,31482.57,RB26DETT,Manual,Silver
SALE_00455,2019-07-21,R33,1996,73106,B,stock,Mecum,Japan,44772.35,RB26DETT,Manual,Silver
SALE_00456,2023-05-23,R34,2000,70272,B,stock,Barrett-Jackson,USA,112951.76,RB26DETT,Manual,Red
SALE_00457,2025-12-23,R32,1993,127842,B,stock,Barrett-Jackson,Canada,28182.07,RB26DETT,Manual,Bayside Blue
SALE_00458,2018-12-10,R34,1999,109274,B,stock,Bonhams,USA,94589.81,RB26DETT,Manual,White
SALE_00459,2023-10-04,R32,1991,97178,A,stock,Mecum,UK,39089.96,RB26DETT,Manual,Black
SALE_00460,2020-06-28,R32,1990,37471,A,stock,Mecum,Australia,51586.39,RB26DETT,Manual,Bayside Blue
SALE_00461,2022-08-27,R32,1992,87755,B,modified,Cars & Bids,UK,33371.16,RB26DETT,Automatic,Bayside Blue
SALE_00462,2022-03-12,R34,2002,53951,B,stock,Bring a Trailer,Australia,112891.94,RB26DETT,Automatic,Silver
SALE_00463,2022-03-16,R33,1998,83994,B,modified,Mecum,Australia,42381.05,RB26DETT,Manual,Bayside Blue
